Skoleår;Skole;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med standpunktkarakter >0
2022/23;Greveskogen videregående skole;SAM3046;Markedsføring og ledelse 2;Standpunkt;3,80;31;28
2022/23;Greveskogen videregående skole;SAM3047;Markedsføring og ledelse 2, muntlig;Standpunkt;-;7;0
2022/23;Greveskogen videregående skole;SAM3051;Sosialkunnskap;Standpunkt;4,64;22;17
2022/23;Greveskogen videregående skole;SAM3054;Sosiologi og sosialantropologi;Standpunkt;4,73;62;57
2022/23;Greveskogen videregående skole;SAM3055;Politikk og menneskerettigheter;Standpunkt;4,89;17;15
2022/23;Greveskogen videregående skole;SAM3057;Rettslære 1;Standpunkt;3,94;32;27
2022/23;Greveskogen videregående skole;SAM3058;Rettslære 2;Standpunkt;5,22;30;28
2022/23;Greveskogen videregående skole;SAM3059;Rettslære 2, muntlig;Standpunkt;-;6;0
2022/23;Greveskogen videregående skole;SAM3060;Samfunnsøkonomi 1;Standpunkt;5,30;48;45
2022/23;Greveskogen videregående skole;SAM3061;Samfunnsøkonomi 2;Standpunkt;4,23;56;52
2022/23;Greveskogen videregående skole;SAM3062;Samfunnsøkonomi 2, muntlig;Standpunkt;5,00;8;0
2022/23;Greveskogen videregående skole;SAM3063;Entreprenørskap og bedriftsutvikling 1;Standpunkt;3,50;49;45
2022/23;Greveskogen videregående skole;SAM3064;Entreprenørskap og bedriftsutvikling 2;Standpunkt;3,67;26;25
2022/23;Greveskogen videregående skole;SAM3065;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;Standpunkt;4,88;5;0
2022/23;Greveskogen videregående skole;SAM3070;Økonomi og ledelse;Standpunkt;4,58;23;13
2022/23;Greveskogen videregående skole;SAM3072;Psykologi 1;Standpunkt;3,56;82;73
2022/23;Greveskogen videregående skole;SAM3073;Psykologi 2;Standpunkt;4,09;65;62
2022/23;Greveskogen videregående skole;SAM3074;Psykologi 2, muntlig;Standpunkt;4,90;13;0
2022/23;Greveskogen videregående skole;SPR3029;Engelsk 1;Standpunkt;4,86;36;31
2022/23;Greveskogen videregående skole;SPR3030;Engelsk 1, muntlig;Standpunkt;4,67;34;31
2022/23;Greveskogen videregående skole;SPR3031;Engelsk 2;Standpunkt;3,62;17;14
2022/23;Greveskogen videregående skole;SPR3032;Engelsk 2, muntlig;Standpunkt;-;17;14
2022/23;Greveskogen videregående skole;SRL2001;Forretningsdrift;Standpunkt;3,71;13;10
2022/23;Greveskogen videregående skole;SRL2002;Innovasjon og markedsføring;Standpunkt;4,43;13;11
2022/23;Greveskogen videregående skole;SRL2003;Kultur og kommunikasjon;Standpunkt;3,62;13;11
2022/23;Greveskogen videregående skole;SRL2004;Tverrfaglig eksamen salg og reiseliv;Standpunkt;-;12;0
2022/23;Greveskogen videregående skole;SSR1001;Forretningsdrift;Standpunkt;3,84;40;34
2022/23;Greveskogen videregående skole;SSR1002;Markedsføring og innovasjon;Standpunkt;3,67;40;36
2022/23;Greveskogen videregående skole;SSR1003;Kultur og samhandling;Standpunkt;4,24;40;35
2022/23;Greveskogen videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;3,65;98;87
2022/23;Greveskogen videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;3,90;55;50
2022/23;Holmestrand videregående skole;BUA2005;Pedagogisk arbeid;Standpunkt;-;14;11
2022/23;Holmestrand videregående skole;BUA2006;Kommunikasjon og samhandling;Standpunkt;-;14;11
2022/23;Holmestrand videregående skole;BUA2007;Yrkesliv i barne- og ungdomsarbeiderfag;Standpunkt;-;14;11
2022/23;Holmestrand videregående skole;BUA2008;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;3,55;14;0
2022/23;Holmestrand videregående skole;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Standpunkt;3,40;32;31
2022/23;Holmestrand videregående skole;ENG1008;Engelsk vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;1;0
2022/23;Holmestrand videregående skole;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Standpunkt;3,98;50;34
2022/23;Holmestrand videregående skole;FSP5813;Arabisk II;Standpunkt;-;1;0
2022/23;Holmestrand videregående skole;FSP5817;Arabisk II, muntlig;Standpunkt;-;1;0
2022/23;Holmestrand videregående skole;FSP6151;Fransk II, 1. år;Standpunkt;-;6;0
2022/23;Holmestrand videregående skole;FSP6152;Fransk II;Standpunkt;5,21;6;6
2022/23;Holmestrand videregående skole;FSP6222;Spansk II;Standpunkt;3,80;10;10
2022/23;Holmestrand videregående skole;FSP6238;Tysk I, 1. år;Standpunkt;2,33;7;0
2022/23;Holmestrand videregående skole;FSP6239;Tysk I;Standpunkt;4,75;7;5
2022/23;Holmestrand videregående skole;FSP6241;Tysk II, 1. år;Standpunkt;-;4;0
2022/23;Holmestrand videregående skole;FSP6242;Tysk II;Standpunkt;4,67;8;8
2022/23;Holmestrand videregående skole;FSP6244;Tysk I+II, 1. år;Standpunkt;4,00;4;0
2022/23;Holmestrand videregående skole;FSP6245;Tysk I+II, 2. år;Standpunkt;3,80;9;0
2022/23;Holmestrand videregående skole;FSP6246;Tysk I+II;Standpunkt;-;4;3
2022/23;Holmestrand videregående skole;GEO1003;Geografi;Standpunkt;4,80;31;30
2022/23;Holmestrand videregående skole;HIS1009;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;3,85;47;0
2022/23;Holmestrand videregående skole;HIS1010;Historie Vg3 studieforberedende utdanningsprogram;Standpunkt;4,29;23;23
2022/23;Holmestrand videregående skole;HIS1011;Historie Vg3 påbygging til generell studiekompetanse;Standpunkt;-;25;14
2022/23;Holmestrand videregående skole;HSF1006;Helsefremmende arbeid;Standpunkt;2,70;22;21
2022/23;Holmestrand videregående skole;HSF1007;Kommunikasjon og samhandling;Standpunkt;5,64;22;21
2022/23;Holmestrand videregående skole;HSF1008;Yrkesliv i helse- og oppvekstfag;Standpunkt;4,19;22;21
2022/23;Holmestrand videregående skole;IDR3013;Toppidrett 1;Standpunkt;3,78;29;16
2022/23;Holmestrand videregående skole;IDR3014;Toppidrett 2;Standpunkt;-;3;3
2022/23;Holmestrand videregående skole;KRO1017;Kroppsøving vg1;Standpunkt;3,57;81;0
2022/23;Holmestrand videregående skole;KRO1018;Kroppsøving vg2;Standpunkt;3,79;61;9
2022/23;Holmestrand videregående skole;KRO1019;Kroppsøving Vg3;Standpunkt;3,57;48;36
2022/23;Holmestrand videregående skole;MAT1019;Matematikk 1P;Standpunkt;3,80;20;19
2022/23;Holmestrand videregående skole;MAT1021;Matematikk 1T;Standpunkt;5,10;13;11
2022/23;Holmestrand videregående skole;MAT1023;Matematikk 2P;Standpunkt;3,67;30;29
2022/23;Holmestrand videregående skole;MAT1117;Matematikk 1P-Y HS;Standpunkt;4,43;22;20
2022/23;Holmestrand videregående skole;MAT1125;Matematikk 1P-Y RM;Standpunkt;2,50;14;5
2022/23;Holmestrand videregående skole;MAT1129;Matematikk 1P-Y TP;Standpunkt;3,19;15;9
2022/23;Holmestrand videregående skole;MAT1151;Matematikk 2P-Y;Standpunkt;3,09;25;17
2022/23;Holmestrand videregående skole;MAT1152;Matematikk 2P-Y, muntlig-praktisk;Standpunkt;-;5;0
2022/23;Holmestrand videregående skole;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;Standpunkt;4,90;31;31
2022/23;Holmestrand videregående skole;NAT1011;Naturfag vg1 HS;Standpunkt;3,29;22;20
2022/23;Holmestrand videregående skole;NAT1015;Naturfag vg1 RM;Standpunkt;2,83;11;8
2022/23;Holmestrand videregående skole;NAT1017;Naturfag vg1 TP;Standpunkt;4,83;15;9
2022/23;Holmestrand videregående skole;NAT1018;Naturfag Vg3 påbygging til generell studiekompetanse;Standpunkt;3,84;25;14
2022/23;Holmestrand videregående skole;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;3,85;31;0
2022/23;Holmestrand videregående skole;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;3,27;31;0
2022/23;Holmestrand videregående skole;NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;3,43;14;11
2022/23;Holmestrand videregående skole;NOR1264;Norsk, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,68;47;0
2022/23;Holmestrand videregående skole;NOR1265;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,15;47;0
2022/23;Holmestrand videregående skole;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,26;23;21
2022/23;Holmestrand videregående skole;NOR1268;Norsk sidemål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,44;23;20
2022/23;Holmestrand videregående skole;NOR1269;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;5,06;23;21
2022/23;Holmestrand videregående skole;NOR1270;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,38;26;12
2022/23;Holmestrand videregående skole;NOR1271;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,94;25;13
2022/23;Holmestrand videregående skole;NOR1272;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;3,26;26;10
2022/23;Holmestrand videregående skole;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;3;0
2022/23;Holmestrand videregående skole;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;3;0
2022/23;Holmestrand videregående skole;NOR1420;Norsk for elever i vgo med kort botid i Norge, Vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;1;1
2022/23;Holmestrand videregående skole;NOR1421;Norsk for elever i vgo med kort botid i Norge, Vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;1;1
2022/23;Holmestrand videregående skole;NOR1422;Norsk for elever i vgo med kort botid i Norge, Vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;-;1;1
2022/23;Holmestrand videregående skole;NOR1423;Norsk for elever i vgo med kort botid i Norge, Vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;-;1;1
2022/23;Holmestrand videregående skole;NOR3002;Norsk, styrket opplæring, vg2;Standpunkt;-;1;0
2022/23;Holmestrand videregående skole;REA3035;Biologi 1;Standpunkt;5,80;10;9
2022/23;Holmestrand videregående skole;REA3038;Fysikk 1;Standpunkt;-;14;13
2022/23;Holmestrand videregående skole;REA3039;Fysikk 2;Standpunkt;-;3;3
2022/23;Holmestrand videregående skole;REA3045;Kjemi 1;Standpunkt;4,00;10;9
2022/23;Holmestrand videregående skole;REA3046;Kjemi 2;Standpunkt;3,63;3;3
2022/23;Holmestrand videregående skole;REA3049;Informasjonsteknologi 2;Standpunkt;-;5;5
2022/23;Holmestrand videregående skole;REA3056;Matematikk R1;Standpunkt;5,67;16;15
2022/23;Holmestrand videregående skole;REA3058;Matematikk R2;Standpunkt;-;4;4
2022/23;Holmestrand videregående skole;REA3062;Matematikk S2;Standpunkt;-;3;3
2022/23;Holmestrand videregående skole;REL1003;Religion og etikk;Standpunkt;3,40;23;22
2022/23;Holmestrand videregående skole;RMF1006;Råvare, produksjon og kvalitet;Standpunkt;-;13;9
2022/23;Holmestrand videregående skole;RMF1007;Bransje og arbeidsliv;Standpunkt;-;13;6
2022/23;Holmestrand videregående skole;SAK1001;Samfunnskunnskap;Standpunkt;4,66;45;41
2022/23;Holmestrand videregående skole;SAM3045;Markedsføring og ledelse 1;Standpunkt;3,71;28;27
2022/23;Holmestrand videregående skole;SAM3046;Markedsføring og ledelse 2;Standpunkt;4,00;11;11
2022/23;Holmestrand videregående skole;SAM3054;Sosiologi og sosialantropologi;Standpunkt;4,46;21;14
2022/23;Holmestrand videregående skole;SAM3055;Politikk og menneskerettigheter;Standpunkt;4,53;11;10
2022/23;Holmestrand videregående skole;SAM3056;Politikk og menneskerettigheter, muntlig;Standpunkt;-;6;0
2022/23;Holmestrand videregående skole;SAM3057;Rettslære 1;Standpunkt;3,67;26;19
2022/23;Holmestrand videregående skole;SAM3058;Rettslære 2;Standpunkt;-;12;10
2022/23;Holmestrand videregående skole;SAM3072;Psykologi 1;Standpunkt;4,78;27;27
2022/23;Holmestrand videregående skole;SPR3029;Engelsk 1;Standpunkt;4,27;29;29
2022/23;Holmestrand videregående skole;SPR3030;Engelsk 1, muntlig;Standpunkt;3,40;29;29
2022/23;Holmestrand videregående skole;SPR3031;Engelsk 2;Standpunkt;-;7;7
2022/23;Holmestrand videregående skole;SPR3032;Engelsk 2, muntlig;Standpunkt;-;7;7
2022/23;Holmestrand videregående skole;TIP1006;Produksjon og tjenester;Standpunkt;6,00;16;11
2022/23;Holmestrand videregående skole;TIP1007;Konstruksjons- og styringsteknikk;Standpunkt;2,75;16;11
2022/23;Holmestrand videregående skole;TIP1008;Produktivitet og kvalitetsstyring;Standpunkt;-;16;11
2022/23;Holmestrand videregående skole;YFF4101;Yrkesfaglig fordypning vg1;Standpunkt;2,69;8;7
2022/23;Holmestrand videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;3,83;50;34
2022/23;Holmestrand videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;3,86;14;11
2022/23;Horten videregående skole;AUT2004;Automatiseringssystemer;Standpunkt;5,33;14;12
2022/23;Horten videregående skole;AUT2005;Elenergisystemer;Standpunkt;3,92;14;12
2022/23;Horten videregående skole;AUT2006;Tverrfaglig eksamen i automatisering;Standpunkt;4,83;12;0
2022/23;Horten videregående skole;AUT3005;Automatiseringssystemer;Standpunkt;-;9;9
2022/23;Horten videregående skole;AUT3006;Elenergisystemer;Standpunkt;3,92;9;9
2022/23;Horten videregående skole;AUT3007;Mekanisk arbeid;Standpunkt;4,00;9;9
2022/23;Horten videregående skole;AUT3103;Automatiseringsfaget, skriftlig;Standpunkt;3,88;9;0
2022/23;Horten videregående skole;BUA2005;Pedagogisk arbeid;Standpunkt;4,93;31;29
2022/23;Horten videregående skole;BUA2006;Kommunikasjon og samhandling;Standpunkt;3,74;31;29
2022/23;Horten videregående skole;BUA2007;Yrkesliv i barne- og ungdomsarbeiderfag;Standpunkt;3,76;31;29
2022/23;Horten videregående skole;BUA2008;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;4,07;30;0
2022/23;Horten videregående skole;ELE1006;Elektroniske kretser og nettverk;Standpunkt;4,02;33;31
2022/23;Horten videregående skole;ELE1007;Energi og styresystemer;Standpunkt;3,30;33;31
2022/23;Horten videregående skole;ELE2005;Elenergi og styresystemer;Standpunkt;4,17;16;14
2022/23;Horten videregående skole;ELE2006;Elektronisk kommunikasjon;Standpunkt;5,33;16;14
2022/23;Horten videregående skole;ELE2007;Tverrfaglig eksamen elenergi og ekom;Standpunkt;4,58;14;0
2022/23;Horten videregående skole;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Standpunkt;4,00;208;201
2022/23;Horten videregående skole;ENG1008;Engelsk vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;7;0
2022/23;Horten videregående skole;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Standpunkt;3,38;198;144
2022/23;Horten videregående skole;FBI1001;Produktutvikling og produksjon;Standpunkt;-;24;16
2022/23;Horten videregående skole;FBI1002;Kommunikasjon, kunde og arbeidsliv;Standpunkt;2,57;24;17
2022/23;Horten videregående skole;FRI2004;Kommunikasjon, klipp og frisyreforming;Standpunkt;4,33;12;11
2022/23;Horten videregående skole;FRI2005;Hår, farge og strukturendring;Standpunkt;4,50;12;11
2022/23;Horten videregående skole;FRI2006;Tverrfaglig eksamen frisør;Standpunkt;3,17;11;0
2022/23;Horten videregående skole;FSP6148;Fransk I, 1. år;Standpunkt;4,60;18;0
2022/23;Horten videregående skole;FSP6149;Fransk I;Standpunkt;-;15;14
2022/23;Horten videregående skole;FSP6151;Fransk II, 1. år;Standpunkt;4,89;16;0
2022/23;Horten videregående skole;FSP6152;Fransk II;Standpunkt;-;14;12
2022/23;Horten videregående skole;FSP6218;Spansk I, 1. år;Standpunkt;3,80;19;0
2022/23;Horten videregående skole;FSP6219;Spansk I;Standpunkt;4,80;24;23
2022/23;Horten videregående skole;FSP6221;Spansk II, 1. år;Standpunkt;4,70;56;0
2022/23;Horten videregående skole;FSP6222;Spansk II;Standpunkt;5,00;51;50
2022/23;Horten videregående skole;FSP6223;Spansk II, muntlig;Standpunkt;5,10;7;0
2022/23;Horten videregående skole;FSP6224;Spansk I+II, 1. år;Standpunkt;-;19;0
2022/23;Horten videregående skole;FSP6225;Spansk I+II, 2. år;Standpunkt;3,50;9;0
2022/23;Horten videregående skole;FSP6226;Spansk I+II;Standpunkt;2,11;11;5
2022/23;Horten videregående skole;FSP6238;Tysk I, 1. år;Standpunkt;4,93;47;0
2022/23;Horten videregående skole;FSP6239;Tysk I;Standpunkt;3,80;34;32
2022/23;Horten videregående skole;FSP6241;Tysk II, 1. år;Standpunkt;5,06;24;0
2022/23;Horten videregående skole;FSP6242;Tysk II;Standpunkt;4,80;25;24
2022/23;Horten videregående skole;FSP6244;Tysk I+II, 1. år;Standpunkt;3,40;11;0
2022/23;Horten videregående skole;FSP6245;Tysk I+II, 2. år;Standpunkt;-;10;0
2022/23;Horten videregående skole;FSP6246;Tysk I+II;Standpunkt;3,50;16;15
2022/23;Horten videregående skole;FSP6332;Polsk II;Standpunkt;-;1;0
2022/23;Horten videregående skole;FSP6333;Polsk II, muntlig;Standpunkt;3,56;1;0
2022/23;Horten videregående skole;FSP6532;Litauisk II;Standpunkt;-;1;0
2022/23;Horten videregående skole;FSP6533;Litauisk II, muntlig;Standpunkt;4,29;1;0
2022/23;Horten videregående skole;FSP6552;Serbisk II;Standpunkt;-;1;0
2022/23;Horten videregående skole;FSP6553;Serbisk II, muntlig;Standpunkt;-;1;0
2022/23;Horten videregående skole;FSP6592;Bulgarsk II;Standpunkt;-;1;0
2022/23;Horten videregående skole;FSP6593;Bulgarsk II, muntlig;Standpunkt;-;1;0
2022/23;Horten videregående skole;GEO1003;Geografi;Standpunkt;4,64;202;197
2022/23;Horten videregående skole;HEA2005;Helsefremmende arbeid;Standpunkt;4,26;31;28
2022/23;Horten videregående skole;HEA2006;Kommunikasjon og samhandling;Standpunkt;4,09;31;28
2022/23;Horten videregående skole;HEA2007;Yrkesliv i helsearbeiderfag;Standpunkt;4,00;31;28
2022/23;Horten videregående skole;HEA2008;Tverrfaglig eksamen helsearbeiderfag;Standpunkt;4,07;29;0
2022/23;Horten videregående skole;HIS1009;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;4,77;197;0
2022/23;Horten videregående skole;HIS1010;Historie Vg3 studieforberedende utdanningsprogram;Standpunkt;4,41;223;216
2022/23;Horten videregående skole;HIS1011;Historie Vg3 påbygging til generell studiekompetanse;Standpunkt;3,58;54;50
2022/23;Horten videregående skole;HSF1006;Helsefremmende arbeid;Standpunkt;3,70;70;61
2022/23;Horten videregående skole;HSF1007;Kommunikasjon og samhandling;Standpunkt;3,83;71;62
2022/23;Horten videregående skole;HSF1008;Yrkesliv i helse- og oppvekstfag;Standpunkt;3,91;71;61
2022/23;Horten videregående skole;IDR2018;Aktivitetslære 1;Standpunkt;3,20;30;30
2022/23;Horten videregående skole;IDR2019;Aktivitetslære 2;Standpunkt;4,58;32;28
2022/23;Horten videregående skole;IDR2020;Aktivitetslære 3;Standpunkt;3,66;29;28
2022/23;Horten videregående skole;IDR2021;Idrett og samfunn vg2;Standpunkt;4,78;31;0
2022/23;Horten videregående skole;IDR2022;Idrett og samfunn Vg3;Standpunkt;3,40;29;28
2022/23;Horten videregående skole;IDR2023;Treningsledelse 1;Standpunkt;4,53;31;30
2022/23;Horten videregående skole;IDR2024;Treningsledelse 2;Standpunkt;3,07;29;28
2022/23;Horten videregående skole;IDR2025;Treningslære 1 vg1;Standpunkt;5,00;30;0
2022/23;Horten videregående skole;IDR2026;Treningslære 1;Standpunkt;4,36;31;30
2022/23;Horten videregående skole;IDR2027;Treningslære 2;Standpunkt;3,55;29;29
2022/23;Horten videregående skole;IDR3013;Toppidrett 1;Standpunkt;5,17;13;12
2022/23;Horten videregående skole;IDR3014;Toppidrett 2;Standpunkt;-;27;27
2022/23;Horten videregående skole;IDR3015;Toppidrett 3;Standpunkt;3,90;13;13
2022/23;Horten videregående skole;IDR3016;Breddeidrett 1;Standpunkt;3,63;43;42
2022/23;Horten videregående skole;IDR3017;Breddeidrett 2;Standpunkt;-;8;7
2022/23;Horten videregående skole;IDR3018;Breddeidrett 3;Standpunkt;4,60;6;5
2022/23;Horten videregående skole;IKM1001;Produksjon og historiefortelling;Standpunkt;3,70;17;16
2022/23;Horten videregående skole;IKM1002;Teknologiforståelse;Standpunkt;3,93;17;15
2022/23;Horten videregående skole;IKM1003;Konseptutvikling og programmering;Standpunkt;4,86;17;16
2022/23;Horten videregående skole;KRO1017;Kroppsøving vg1;Standpunkt;4,05;373;0
2022/23;Horten videregående skole;KRO1018;Kroppsøving vg2;Standpunkt;4,63;315;129
2022/23;Horten videregående skole;KRO1019;Kroppsøving Vg3;Standpunkt;4,43;256;239
2022/23;Horten videregående skole;MAT1019;Matematikk 1P;Standpunkt;4,08;131;119
2022/23;Horten videregående skole;MAT1021;Matematikk 1T;Standpunkt;4,74;119;78
2022/23;Horten videregående skole;MAT1023;Matematikk 2P;Standpunkt;4,37;109;103
2022/23;Horten videregående skole;MAT1113;Matematikk 1P-Y EL;Standpunkt;4,07;33;28
2022/23;Horten videregående skole;MAT1115;Matematikk 1P-Y FD;Standpunkt;3,13;25;14
2022/23;Horten videregående skole;MAT1117;Matematikk 1P-Y HS;Standpunkt;3,71;69;50
2022/23;Horten videregående skole;MAT1121;Matematikk 1P-Y IM;Standpunkt;-;17;16
2022/23;Horten videregående skole;MAT1127;Matematikk 1P-Y SR;Standpunkt;3,03;19;10
2022/23;Horten videregående skole;MAT1129;Matematikk 1P-Y TP;Standpunkt;4,29;31;27
2022/23;Horten videregående skole;MAT1151;Matematikk 2P-Y;Standpunkt;4,10;57;52
2022/23;Horten videregående skole;MAT1152;Matematikk 2P-Y, muntlig-praktisk;Standpunkt;-;6;0
2022/23;Horten videregående skole;MED2005;Teknologi og produksjon;Standpunkt;4,62;16;16
2022/23;Horten videregående skole;MED2006;Konseptutvikling og kommunikasjon;Standpunkt;-;16;16
2022/23;Horten videregående skole;MED2007;Design og visualisering;Standpunkt;4,90;16;16
2022/23;Horten videregående skole;MED2008;Tverrfaglig eksamen medieproduksjon;Standpunkt;4,15;16;0
2022/23;Horten videregående skole;MOK2008;Mediesamfunnet 1;Standpunkt;4,47;31;24
2022/23;Horten videregående skole;MOK2009;Mediesamfunnet 2;Standpunkt;4,30;23;22
2022/23;Horten videregående skole;MOK2010;Mediesamfunnet 3;Standpunkt;3,89;24;23
2022/23;Horten videregående skole;MOK2012;Medieuttrykk 1;Standpunkt;3,27;31;25
2022/23;Horten videregående skole;MOK2013;Medieuttrykk 2;Standpunkt;3,90;23;22
2022/23;Horten videregående skole;MOK2014;Medieuttrykk 3;Standpunkt;4,64;24;23
2022/23;Horten videregående skole;MOK3008;Bilde;Standpunkt;4,07;17;15
2022/23;Horten videregående skole;MOK3010;Grafisk design;Standpunkt;-;13;13
2022/23;Horten videregående skole;MOK3012;Mediespesialisering;Standpunkt;3,97;15;14
2022/23;Horten videregående skole;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;Standpunkt;4,17;209;201
2022/23;Horten videregående skole;NAT1009;Naturfag vg1 EL;Standpunkt;4,10;33;28
2022/23;Horten videregående skole;NAT1010;Naturfag vg1 FD;Standpunkt;3,61;25;15
2022/23;Horten videregående skole;NAT1011;Naturfag vg1 HS;Standpunkt;3,62;71;52
2022/23;Horten videregående skole;NAT1013;Naturfag vg1 IM;Standpunkt;4,14;17;16
2022/23;Horten videregående skole;NAT1016;Naturfag vg1 SR;Standpunkt;3,50;19;11
2022/23;Horten videregående skole;NAT1017;Naturfag vg1 TP;Standpunkt;4,43;30;24
2022/23;Horten videregående skole;NAT1018;Naturfag Vg3 påbygging til generell studiekompetanse;Standpunkt;4,56;52;47
2022/23;Horten videregående skole;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,13;236;0
2022/23;Horten videregående skole;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;3,97;236;0
2022/23;Horten videregående skole;NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;4,47;119;100
2022/23;Horten videregående skole;NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Standpunkt;4,25;3;0
2022/23;Horten videregående skole;NOR1264;Norsk, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,42;228;0
2022/23;Horten videregående skole;NOR1265;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,53;228;0
2022/23;Horten videregående skole;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,66;249;241
2022/23;Horten videregående skole;NOR1268;Norsk sidemål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,50;249;215
2022/23;Horten videregående skole;NOR1269;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,48;249;241
2022/23;Horten videregående skole;NOR1270;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,63;27;24
2022/23;Horten videregående skole;NOR1271;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;4,04;27;19
2022/23;Horten videregående skole;NOR1272;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;-;27;24
2022/23;Horten videregående skole;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;3,25;42;0
2022/23;Horten videregående skole;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;3,29;42;0
2022/23;Horten videregående skole;NOR1414;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;5,20;29;0
2022/23;Horten videregående skole;NOR1416;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,00;29;0
2022/23;Horten videregående skole;NOR1418;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;Standpunkt;4,25;41;4
2022/23;Horten videregående skole;NOR1420;Norsk for elever i vgo med kort botid i Norge, Vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;5,28;30;1
2022/23;Horten videregående skole;NOR1421;Norsk for elever i vgo med kort botid i Norge, Vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,21;30;1
2022/23;Horten videregående skole;NOR1422;Norsk for elever i vgo med kort botid i Norge, Vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,92;28;1
2022/23;Horten videregående skole;NOR1423;Norsk for elever i vgo med kort botid i Norge, Vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;-;28;1
2022/23;Horten videregående skole;PSP5179;Japansk nivå III;Standpunkt;-;2;0
2022/23;Horten videregående skole;PSP5800;Fransk nivå III;Standpunkt;-;1;0
2022/23;Horten videregående skole;PSP5801;Fransk nivå III, muntlig;Standpunkt;-;1;0
2022/23;Horten videregående skole;PSP5830;Spansk nivå III;Standpunkt;5,27;3;3
2022/23;Horten videregående skole;PSP5831;Spansk nivå III, muntlig;Standpunkt;-;3;3
