Skoleår;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med skriftlig eksamenskarakter >0
2022/23;FSP6320;Persisk I, muntlig;SkriftligEksamen;-;1;0
2022/23;FSP6329;Polsk I;SkriftligEksamen;-;1;0
2022/23;FSP6330;Polsk I, muntlig;SkriftligEksamen;-;1;0
2022/23;FSP6332;Polsk II;SkriftligEksamen;-;6;1
2022/23;FSP6333;Polsk II, muntlig;SkriftligEksamen;2,00;5;0
2022/23;FSP6339;Somali I;SkriftligEksamen;-;2;0
2022/23;FSP6340;Somali I, muntlig;SkriftligEksamen;-;2;0
2022/23;FSP6342;Somali II;SkriftligEksamen;-;1;0
2022/23;FSP6343;Somali II, muntlig;SkriftligEksamen;1,00;1;0
2022/23;FSP6362;Tyrkisk II;SkriftligEksamen;-;3;1
2022/23;FSP6363;Tyrkisk II, muntlig;SkriftligEksamen;-;3;0
2022/23;FSP6412;Filipino II;SkriftligEksamen;-;1;0
2022/23;FSP6413;Filipino II, muntlig;SkriftligEksamen;-;1;0
2022/23;FSP6449;Nederlandsk I;SkriftligEksamen;-;1;0
2022/23;FSP6450;Nederlandsk I, muntlig;SkriftligEksamen;-;1;0
2022/23;FSP6502;Tigrinja II;SkriftligEksamen;-;2;0
2022/23;FSP6503;Tigrinja II, muntlig;SkriftligEksamen;-;1;0
2022/23;FSP6529;Litauisk I;SkriftligEksamen;-;6;0
2022/23;FSP6530;Litauisk I, muntlig;SkriftligEksamen;-;6;0
2022/23;FSP6532;Litauisk II;SkriftligEksamen;-;3;0
2022/23;FSP6533;Litauisk II, muntlig;SkriftligEksamen;3,00;3;0
2022/23;FSP6542;Thai II;SkriftligEksamen;-;1;0
2022/23;FSP6543;Thai II, muntlig;SkriftligEksamen;2,00;1;0
2022/23;FSP6552;Serbisk II;SkriftligEksamen;-;3;0
2022/23;FSP6553;Serbisk II, muntlig;SkriftligEksamen;-;2;0
2022/23;FSP6592;Bulgarsk II;SkriftligEksamen;-;1;0
2022/23;FSP6593;Bulgarsk II, muntlig;SkriftligEksamen;-;1;0
2022/23;FSPMO16;Spansk I Montessori;SkriftligEksamen;-;1;0
2022/23;FSPMO23;Tysk II Montessori;SkriftligEksamen;-;1;0
2022/23;GEO1003;Geografi;SkriftligEksamen;3,48;1 487;0
2022/23;GEOTY11;Geografi;SkriftligEksamen;3,00;26;0
2022/23;HDF2001;Dyrelære og aktivitet;SkriftligEksamen;-;26;0
2022/23;HDF2002;Drift og entreprenørskap;SkriftligEksamen;-;26;0
2022/23;HDF2003;Tverrfaglig eksamen heste- og dyrefag;SkriftligEksamen;-;26;0
2022/23;HEA2005;Helsefremmende arbeid;SkriftligEksamen;3,00;169;2
2022/23;HEA2006;Kommunikasjon og samhandling;SkriftligEksamen;2,67;169;0
2022/23;HEA2007;Yrkesliv i helsearbeiderfag;SkriftligEksamen;2,50;169;1
2022/23;HEA2008;Tverrfaglig eksamen helsearbeiderfag;SkriftligEksamen;3,00;156;0
2022/23;HEA3001;Helsearbeiderfaget;SkriftligEksamen;-;1;0
2022/23;HES2005;Helse og sykdom;SkriftligEksamen;-;52;0
2022/23;HES2006;Kommunikasjon og samhandling;SkriftligEksamen;-;52;0
2022/23;HES2007;Yrkesliv i helseservicefag;SkriftligEksamen;-;52;0
2022/23;HES2008;Tverrfaglig eksamen helseservicefag;SkriftligEksamen;-;51;0
2022/23;HIS1002;Historie vg3 studieforberedende utdanningsprogram;SkriftligEksamen;3,72;71;0
2022/23;HIS1003;Historie vg3 påbygging til generell studiekompetanse;SkriftligEksamen;3,33;57;0
2022/23;HIS1009;Historie vg2 studieforberedende utdanningsprogram;SkriftligEksamen;3,32;1 471;0
2022/23;HIS1010;Historie Vg3 studieforberedende utdanningsprogram;SkriftligEksamen;3,50;1 411;0
2022/23;HIS1011;Historie Vg3 påbygging til generell studiekompetanse;SkriftligEksamen;2,81;440;0
2022/23;HSE3005;Helse og sykdom;SkriftligEksamen;-;15;0
2022/23;HSE3006;Kommunikasjon og samhandling;SkriftligEksamen;-;15;0
2022/23;HSE3007;Yrkesliv i helsesekretærfaget;SkriftligEksamen;-;15;0
2022/23;HSE3008;Tverrfaglig eksamen, helsesekretær;SkriftligEksamen;-;14;0
2022/23;HSF1006;Helsefremmende arbeid;SkriftligEksamen;2,64;403;0
2022/23;HSF1007;Kommunikasjon og samhandling;SkriftligEksamen;2,67;404;0
2022/23;HSF1008;Yrkesliv i helse- og oppvekstfag;SkriftligEksamen;2,71;404;0
2022/23;IBA2010;English B HL;SkriftligEksamen;-;15;0
2022/23;IBA2016;English A language and literature HL;SkriftligEksamen;-;11;0
2022/23;IBA2018;English A language and literature SL;SkriftligEksamen;-;4;0
2022/23;IBA2025;Theory of Knowledge;SkriftligEksamen;-;27;0
2022/23;IBA2030;History HL;SkriftligEksamen;-;11;0
2022/23;IBA2035;History SL;SkriftligEksamen;-;11;0
2022/23;IBA2040;Biology HL;SkriftligEksamen;-;8;0
2022/23;IBA2045;Biology SL;SkriftligEksamen;-;4;0
2022/23;IBA2050;Chemistry HL;SkriftligEksamen;-;8;0
2022/23;IBA2055;Chemistry SL;SkriftligEksamen;-;10;0
2022/23;IBA2060;Physics HL;SkriftligEksamen;-;3;0
2022/23;IBA2065;Physics SL;SkriftligEksamen;-;5;0
2022/23;IBA2080;Economics HL;SkriftligEksamen;-;13;0
2022/23;IBA2085;Economics SL;SkriftligEksamen;-;14;0
2022/23;IBA2100;Creativity/Action/Service;SkriftligEksamen;-;27;0
2022/23;IBA2210;Norwegian B HL;SkriftligEksamen;-;7;0
2022/23;IBA2226;Norwegian A literature HL;SkriftligEksamen;-;8;0
2022/23;IBA2228;Norwegian A literature SL;SkriftligEksamen;-;15;0
2022/23;IBA2465;Environmental systems and societies SL;SkriftligEksamen;-;8;0
2022/23;IBA2580;Mathematics AI HL;SkriftligEksamen;-;12;0
2022/23;IBA2585;Mathematics AI SL;SkriftligEksamen;-;20;0
2022/23;IBA4010;English B HL;SkriftligEksamen;-;11;0
2022/23;IBA4016;English A language and literature HL;SkriftligEksamen;-;14;0
2022/23;IBA4018;English A language and literature SL;SkriftligEksamen;-;10;0
2022/23;IBA4025;Theory of knowledge;SkriftligEksamen;-;36;0
2022/23;IBA4030;History HL;SkriftligEksamen;-;10;0
2022/23;IBA4035;History SL;SkriftligEksamen;-;4;0
2022/23;IBA4040;Biology HL;SkriftligEksamen;-;11;0
2022/23;IBA4045;Biology SL;SkriftligEksamen;-;12;0
2022/23;IBA4050;Chemistry HL;SkriftligEksamen;-;13;0
2022/23;IBA4055;Chemistry SL;SkriftligEksamen;-;7;0
2022/23;IBA4060;Physics HL;SkriftligEksamen;-;5;0
2022/23;IBA4065;Physics SL;SkriftligEksamen;-;2;0
2022/23;IBA4080;Economics HL;SkriftligEksamen;-;12;0
2022/23;IBA4085;Economics SL;SkriftligEksamen;-;16;0
2022/23;IBA4100;Creativity/Action/Service;SkriftligEksamen;-;35;0
2022/23;IBA4120;French B HL;SkriftligEksamen;-;1;0
2022/23;IBA4125;French B SL;SkriftligEksamen;-;1;0
2022/23;IBA4172;English A literature HL;SkriftligEksamen;-;1;0
2022/23;IBA4200;Norwegian A HL;SkriftligEksamen;-;2;0
2022/23;IBA4210;Norwegian B HL;SkriftligEksamen;-;11;0
2022/23;IBA4215;Norwegian B SL;SkriftligEksamen;-;1;0
2022/23;IBA4226;Norwegian A literature HL;SkriftligEksamen;-;12;0
2022/23;IBA4228;Norwegian A literature SL;SkriftligEksamen;-;12;0
2022/23;IBA4315;Environmental systems SL;SkriftligEksamen;-;2;0
2022/23;IBA4370;Spanish B HL;SkriftligEksamen;-;2;0
2022/23;IBA4465;Environmental systems and societies SL;SkriftligEksamen;-;14;0
2022/23;IBA4580;Mathematics AI HL;SkriftligEksamen;-;10;0
2022/23;IBA4585;Mathematics AI SL;SkriftligEksamen;-;28;0
2022/23;IDR2013;Idrett og samfunn vg3;SkriftligEksamen;4,50;54;0
2022/23;IDR2014;Treningsledelse 2+3;SkriftligEksamen;2,83;54;0
2022/23;IDR2017;Treningslære 2;SkriftligEksamen;2,90;54;0
2022/23;IDR2018;Aktivitetslære 1;SkriftligEksamen;2,67;206;0
2022/23;IDR2019;Aktivitetslære 2;SkriftligEksamen;3,47;194;0
2022/23;IDR2020;Aktivitetslære 3;SkriftligEksamen;3,56;198;0
2022/23;IDR2021;Idrett og samfunn vg2;SkriftligEksamen;3,25;193;0
2022/23;IDR2022;Idrett og samfunn Vg3;SkriftligEksamen;2,87;199;0
2022/23;IDR2023;Treningsledelse 1;SkriftligEksamen;3,54;193;0
2022/23;IDR2024;Treningsledelse 2;SkriftligEksamen;3,63;199;0
2022/23;IDR2025;Treningslære 1 vg1;SkriftligEksamen;4,00;206;0
2022/23;IDR2026;Treningslære 1;SkriftligEksamen;3,45;193;116
2022/23;IDR2027;Treningslære 2;SkriftligEksamen;3,36;199;181
2022/23;IDR3013;Toppidrett 1;SkriftligEksamen;3,17;225;0
2022/23;IDR3014;Toppidrett 2;SkriftligEksamen;3,32;174;0
2022/23;IDR3015;Toppidrett 3;SkriftligEksamen;3,02;122;0
2022/23;IDR3016;Breddeidrett 1;SkriftligEksamen;2,95;361;0
2022/23;IDR3017;Breddeidrett 2;SkriftligEksamen;3,53;209;0
2022/23;IDR3018;Breddeidrett 3;SkriftligEksamen;2,82;96;0
2022/23;IDR3019;Friluftsliv 1;SkriftligEksamen;4,60;122;0
2022/23;IDR3020;Friluftsliv 2;SkriftligEksamen;3,00;14;0
2022/23;IED2001;Design, teknologi og produksjon;SkriftligEksamen;-;35;0
2022/23;IED2002;Kunde og kommunikasjon;SkriftligEksamen;-;35;0
2022/23;IED2003;Tverrfaglig eksamen interiør og eksponeringsdesign;SkriftligEksamen;4,00;29;0
2022/23;IKM1001;Produksjon og historiefortelling;SkriftligEksamen;4,60;80;0
2022/23;IKM1002;Teknologiforståelse;SkriftligEksamen;5,00;80;0
2022/23;IKM1003;Konseptutvikling og programmering;SkriftligEksamen;4,00;80;0
2022/23;INT3004;Prosess og prosjektering;SkriftligEksamen;-;9;0
2022/23;INT3005;Kunde og kommunikasjon;SkriftligEksamen;-;9;0
2022/23;INT3006;Tverrfaglig eksamen interiør;SkriftligEksamen;-;8;0
2022/23;ISF3001;IKT-servicefaget;SkriftligEksamen;-;1;0
2022/23;ITK2001;Driftsstøtte;SkriftligEksamen;-;47;0
2022/23;ITK2002;Brukerstøtte;SkriftligEksamen;3,00;47;0
2022/23;ITK2003;Utvikling;SkriftligEksamen;-;47;0
2022/23;ITK2004;Tverrfaglig eksamen informasjonsteknologi;SkriftligEksamen;2,00;45;0
2022/23;KDA2007;Kunst og visuelle virkemidler 1;SkriftligEksamen;3,00;84;0
2022/23;KDA2008;Kunst og visuelle verkemiddel 2;SkriftligEksamen;3,00;81;0
2022/23;KDA2009;Kunst og visuelle virkemidler 3;SkriftligEksamen;3,33;45;0
2022/23;KDA2010;Design og arkitektur 1;SkriftligEksamen;5,00;83;0
2022/23;KDA2011;Design og arkitektur 2;SkriftligEksamen;4,00;54;0
2022/23;KDA2012;Design og arkitektur 3;SkriftligEksamen;2,80;45;0
2022/23;KDA3007;Kunst og skapende arbeid;SkriftligEksamen;2,00;7;0
2022/23;KDA3008;Design og bærekraft;SkriftligEksamen;-;10;0
2022/23;KDA3010;Foto og grafikk 1;SkriftligEksamen;3,50;33;0
2022/23;KEM2004;Praktisk yrkesutøvelse;SkriftligEksamen;-;3;0
2022/23;KEM2005;Arbeidsmiljø og dokumentasjon;SkriftligEksamen;-;3;0
2022/23;KEM2006;Tverrfaglig eksamen klima, energi og miljøteknikk;SkriftligEksamen;-;3;0
2022/23;KJT2004;Verkstedarbeid;SkriftligEksamen;-;45;0
2022/23;KJT2005;Dokumentasjon og kvalitet;SkriftligEksamen;-;45;0
2022/23;KJT2006;Tverrfaglig eksamen kjøretøy;SkriftligEksamen;-;45;0
2022/23;KOS2001;Råvare, produksjon, salg og service;SkriftligEksamen;-;41;0
2022/23;KOS2002;Bransje og arbeidsliv;SkriftligEksamen;-;41;0
2022/23;KOS2003;Tverrfaglig eksamen kokk- og servitørfag;SkriftligEksamen;3,00;38;0
2022/23;KPL2001;Produksjon og tjenester;SkriftligEksamen;-;16;0
2022/23;KPL2002;Kjemisk teknologi;SkriftligEksamen;-;16;0
2022/23;KPL2003;Analyse, dokumentasjon og kvalitet;SkriftligEksamen;-;16;0
2022/23;KPL2004;Tverrfaglig eksamen kjemiprosess- og laboratoriefag;SkriftligEksamen;-;16;0
2022/23;KRO1006;Kroppsøving vg3;SkriftligEksamen;3,83;27;0
2022/23;KRO1017;Kroppsøving vg1;SkriftligEksamen;3,20;2 785;0
2022/23;KRO1018;Kroppsøving vg2;SkriftligEksamen;3,29;2 415;0
2022/23;KRO1019;Kroppsøving Vg3;SkriftligEksamen;3,54;1 547;0
2022/23;KRORS01;Kroppsøving;SkriftligEksamen;-;9;0
2022/23;LBR3004;Traktor og maskiner;SkriftligEksamen;-;10;0
2022/23;LBR3009;Plante- og husdyrproduksjon;SkriftligEksamen;-;10;0
2022/23;LBR3010;Utmark og kulturlandskap;SkriftligEksamen;-;10;0
2022/23;LBR3011;Gårdsdrift;SkriftligEksamen;-;10;0
2022/23;LBR3012;Maskiner og teknologi i landbruk;SkriftligEksamen;-;10;0
2022/23;LBR3014;Økologisk landbruk;SkriftligEksamen;-;10;0
2022/23;LBR3016;Tverrfaglig eksamen, landbruk;SkriftligEksamen;-;10;0
2022/23;LGA2010;Produksjon og tjenesteyting;SkriftligEksamen;-;5;0
2022/23;LGA2011;Forvaltning og drift;SkriftligEksamen;-;5;0
2022/23;LGA2012;Tverrfaglig eksamen landbruk og gartnernæring;SkriftligEksamen;-;4;0
2022/23;MAR2012;Skipstekniske tjenester;SkriftligEksamen;-;41;0
2022/23;MAR2013;Dokumentasjon og kvalitet;SkriftligEksamen;3,00;41;0
2022/23;MAR2014;Dekk;SkriftligEksamen;-;29;0
2022/23;MAR2015;Maskin;SkriftligEksamen;-;15;0
2022/23;MAR2016;Tverrfaglig eksamen maritime fag, dekk;SkriftligEksamen;-;41;0
2022/23;MAR2017;Tverrfaglig eksamen maritime fag, maskin;SkriftligEksamen;-;41;0
2022/23;MAT1005;Matematikk 2P-Y;SkriftligEksamen;2,81;140;0
2022/23;MAT1019;Matematikk 1P;SkriftligEksamen;2,93;1 058;96
2022/23;MAT1020;Matematikk 1P, muntlig-praktisk;SkriftligEksamen;-;2;0
2022/23;MAT1021;Matematikk 1T;SkriftligEksamen;4,13;697;45
2022/23;MAT1022;Matematikk 1T, muntlig-praktisk;SkriftligEksamen;-;2;0
2022/23;MAT1023;Matematikk 2P;SkriftligEksamen;3,12;1 064;417
2022/23;MAT1024;Matematikk 2P, muntlig-praktisk;SkriftligEksamen;-;33;0
2022/23;MAT1111;Matematikk 1P-Y BA;SkriftligEksamen;3,00;227;12
2022/23;MAT1113;Matematikk 1P-Y EL;SkriftligEksamen;3,55;201;15
2022/23;MAT1115;Matematikk 1P-Y FD;SkriftligEksamen;-;70;0
2022/23;MAT1117;Matematikk 1P-Y HS;SkriftligEksamen;2,82;400;32
2022/23;MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;SkriftligEksamen;-;6;0
2022/23;MAT1121;Matematikk 1P-Y IM;SkriftligEksamen;4,17;80;3
2022/23;MAT1123;Matematikk 1P-Y NA;SkriftligEksamen;-;43;0
2022/23;MAT1125;Matematikk 1P-Y RM;SkriftligEksamen;3,00;78;3
2022/23;MAT1127;Matematikk 1P-Y SR;SkriftligEksamen;4,00;161;12
2022/23;MAT1129;Matematikk 1P-Y TP;SkriftligEksamen;-;256;15
2022/23;MAT1151;Matematikk 2P-Y;SkriftligEksamen;2,82;446;167
2022/23;MAT1152;Matematikk 2P-Y, muntlig-praktisk;SkriftligEksamen;3,17;45;0
2022/23;MATMO01;Matematikk 1P Montessori;SkriftligEksamen;-;14;0
2022/23;MATMO05;Matematikk 2P Montessori;SkriftligEksamen;3,00;1;0
2022/23;MDD2002;Musikk, dans og drama;SkriftligEksamen;1,00;95;0
2022/23;MDD3006;Bevegelse;SkriftligEksamen;-;15;0
2022/23;MDD3007;Lytting;SkriftligEksamen;2,00;81;0
2022/23;MDD3008;Danseteknikker;SkriftligEksamen;3,00;10;0
2022/23;MDD3009;Musikk;SkriftligEksamen;3,50;80;0
2022/23;MDD3010;Teaterensemble;SkriftligEksamen;-;17;0
2022/23;MDDK201;Musikk, etnisk musikk og drama;SkriftligEksamen;-;17;0
2022/23;MED2005;Teknologi og produksjon;SkriftligEksamen;-;16;0
2022/23;MED2006;Konseptutvikling og kommunikasjon;SkriftligEksamen;-;16;0
2022/23;MED2007;Design og visualisering;SkriftligEksamen;-;16;0
2022/23;MED2008;Tverrfaglig eksamen medieproduksjon;SkriftligEksamen;-;16;0
2022/23;MEL3006;Elenergi;SkriftligEksamen;-;17;0
2022/23;MEL3007;Automasjon;SkriftligEksamen;-;17;0
2022/23;MEL3008;Elektronisk kommunikasjon;SkriftligEksamen;-;17;0
2022/23;MEL3009;Organisasjon og ledelse;SkriftligEksamen;-;17;0
2022/23;MEL3010;Tverrfaglig eksamen maritim elektrikerfaget;SkriftligEksamen;-;17;0
2022/23;MOK2008;Mediesamfunnet 1;SkriftligEksamen;2,50;63;0
2022/23;MOK2009;Mediesamfunnet 2;SkriftligEksamen;2,00;75;0
2022/23;MOK2010;Mediesamfunnet 3;SkriftligEksamen;2,67;82;70
2022/23;MOK2012;Medieuttrykk 1;SkriftligEksamen;3,33;63;0
2022/23;MOK2013;Medieuttrykk 2;SkriftligEksamen;3,00;75;0
2022/23;MOK2014;Medieuttrykk 3;SkriftligEksamen;3,48;71;0
2022/23;MOK3008;Bilde;SkriftligEksamen;3,08;41;0
2022/23;MOK3009;Lyddesign;SkriftligEksamen;3,25;18;0
2022/23;MOK3010;Grafisk design;SkriftligEksamen;3,29;45;0
2022/23;MOK3011;Medieutvikling;SkriftligEksamen;2,58;16;0
2022/23;MOK3012;Mediespesialisering;SkriftligEksamen;3,44;46;0
2022/23;MUS2010;Ergonomi og bevegelse 1;SkriftligEksamen;3,00;64;0
2022/23;MUS2011;Ergonomi og bevegelse 2;SkriftligEksamen;3,70;61;0
2022/23;MUS2012;Instrument, kor, samspill 1;SkriftligEksamen;3,33;64;0
2022/23;MUS2013;Instrument, kor, samspill 2;SkriftligEksamen;4,17;61;0
2022/23;MUS2014;Musikk i perspektiv 1;SkriftligEksamen;3,71;64;34
2022/23;MUS2015;Musikk i perspektiv, muntlig;SkriftligEksamen;-;5;0
2022/23;MUS2016;Musikk i perspektiv 2;SkriftligEksamen;4,00;61;41
2022/23;MUS2018;Instruksjon og ledelse;SkriftligEksamen;4,25;62;0
2022/23;MUS3006;Musikk fordypning 1;SkriftligEksamen;3,33;68;7
2022/23;MUS3007;Musikk fordypning 1, muntlig-praktisk;SkriftligEksamen;-;6;0
2022/23;MUS3008;Musikk fordypning 2;SkriftligEksamen;4,21;30;0
2022/23;MUS3009;Musikk fordypning 2, muntlig-praktisk;SkriftligEksamen;6,00;6;0
2022/23;NAB1005;Naturbasert produksjon og tjenesteyting;SkriftligEksamen;-;42;0
2022/23;NAB1006;Naturbasert næringsaktivitet;SkriftligEksamen;-;42;0
2022/23;NAB3007;Naturforvaltning;SkriftligEksamen;-;4;0
2022/23;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;SkriftligEksamen;2,50;24;0
2022/23;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;SkriftligEksamen;3,88;1 554;0
2022/23;NAT1008;Naturfag vg1 BA;SkriftligEksamen;2,38;229;0
2022/23;NAT1009;Naturfag vg1 EL;SkriftligEksamen;3,40;204;0
2022/23;NAT1010;Naturfag vg1 FD;SkriftligEksamen;-;69;0
2022/23;NAT1011;Naturfag vg1 HS;SkriftligEksamen;2,56;402;0
2022/23;NAT1013;Naturfag vg1 IM;SkriftligEksamen;4,00;80;0
2022/23;NAT1014;Naturfag vg1 NA;SkriftligEksamen;-;43;0
2022/23;NAT1015;Naturfag vg1 RM;SkriftligEksamen;-;75;0
2022/23;NAT1016;Naturfag vg1 SR;SkriftligEksamen;2,00;182;0
2022/23;NAT1017;Naturfag vg1 TP;SkriftligEksamen;2,60;257;0
2022/23;NAT1018;Naturfag Vg3 påbygging til generell studiekompetanse;SkriftligEksamen;2,94;413;0
2022/23;NATRS01;Naturfag;SkriftligEksamen;3,00;39;0
2022/23;NOR1051;Grunnleggende norsk for språklige minoriteter, nivå 1, vg1 studieforberedende utdanningsprogram og vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;2,78;70;0
2022/23;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;1;0
2022/23;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;26;0
2022/23;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;2,50;26;0
2022/23;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;4,50;26;0
2022/23;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,27;1 680;0
2022/23;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,11;1 680;0
2022/23;NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;3,29;1 074;56
2022/23;NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;4,00;96;0
2022/23;NOR1264;Norsk, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,42;1 654;0
2022/23;NOR1265;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,30;1 654;0
2022/23;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,59;1 565;443
2022/23;NOR1268;Norsk sidemål, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,53;1 572;735
2022/23;NOR1269;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,62;1 570;0
2022/23;NOR1270;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;2,86;293;91
2022/23;NOR1271;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;2,81;292;92
2022/23;NOR1272;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;2,51;293;0
2022/23;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;1;0
2022/23;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;1,00;62;0
2022/23;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;62;0
2022/23;NOR1414;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,40;69;0
2022/23;NOR1416;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;5,00;68;0
2022/23;NOR1418;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;4,00;75;1
2022/23;NOR1420;Norsk for elever i vgo med kort botid i Norge, Vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;4,00;94;11
2022/23;NOR1421;Norsk for elever i vgo med kort botid i Norge, Vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,21;94;0
2022/23;NOR1422;Norsk for elever i vgo med kort botid i Norge, Vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;3,10;67;10
2022/23;NOR1423;Norsk for elever i vgo med kort botid i Norge, Vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;3,38;67;0
2022/23;NOR3001;Norsk, styrket opplæring, vg1;SkriftligEksamen;-;9;0
2022/23;NOR3002;Norsk, styrket opplæring, vg2;SkriftligEksamen;-;10;0
2022/23;PIN2005;Teknologi;SkriftligEksamen;-;41;0
2022/23;PIN2006;Vedlikehold;SkriftligEksamen;-;41;0
2022/23;PIN2007;Tverrfaglig eksamen industriteknologi;SkriftligEksamen;-;35;0
2022/23;PLA3001;Platearbeiderfaget;SkriftligEksamen;-;3;0
2022/23;PRO3001;Produksjonselektronikerfaget;SkriftligEksamen;-;1;0
2022/23;PRT3001;Produksjonsteknikkfaget;SkriftligEksamen;-;1;0
2022/23;PSP5179;Japansk nivå III;SkriftligEksamen;-;2;0
2022/23;PSP5800;Fransk nivå III;SkriftligEksamen;-;6;0
2022/23;PSP5801;Fransk nivå III, muntlig;SkriftligEksamen;-;6;0
2022/23;PSP5830;Spansk nivå III;SkriftligEksamen;4,00;20;6
2022/23;PSP5831;Spansk nivå III, muntlig;SkriftligEksamen;4,50;20;0
2022/23;PSP5832;Tegnspråk, nivå I;SkriftligEksamen;3,50;22;5
2022/23;PSP5833;Tegnspråk nivå I, muntlig;SkriftligEksamen;4,67;21;0
2022/23;PSP5834;Tegnspråk nivå II;SkriftligEksamen;4,25;12;6
2022/23;PSP5835;Tegnspråk nivå II, muntlig;SkriftligEksamen;6,00;12;0
2022/23;PSP5838;Tysk, nivå I;SkriftligEksamen;-;1;0
2022/23;PSP5839;Tysk nivå I, muntlig;SkriftligEksamen;-;1;0
2022/23;PSP5840;Tysk nivå II;SkriftligEksamen;-;2;1
2022/23;PSP5841;Tysk nivå II, muntlig;SkriftligEksamen;-;2;0
2022/23;PSP5842;Tysk nivå III;SkriftligEksamen;-;2;0
2022/23;PSP5843;Tysk nivå III, muntlig;SkriftligEksamen;-;2;0
2022/23;PSP5856;Arabisk nivå I;SkriftligEksamen;-;1;0
2022/23;PSP5857;Arabisk nivå I, muntlig;SkriftligEksamen;-;1;0
2022/23;PSP5858;Arabisk nivå II;SkriftligEksamen;1,00;2;0
2022/23;PSP5859;Arabisk nivå II, muntlig;SkriftligEksamen;-;3;0
2022/23;PSP5862;Kinesisk nivå I;SkriftligEksamen;-;1;0
2022/23;PSP5863;Kinesisk nivå I, muntlig;SkriftligEksamen;2,00;1;0
2022/23;PSP5864;Kinesisk nivå II;SkriftligEksamen;-;1;0
2022/23;PSP5865;Kinesisk nivå II, muntlig;SkriftligEksamen;-;1;0
2022/23;PSP5876;Albansk nivå II;SkriftligEksamen;-;3;1
2022/23;PSP5877;Albansk nivå II, muntlig;SkriftligEksamen;-;2;0
2022/23;PSP5889;Dari nivå II, muntlig;SkriftligEksamen;-;1;0
2022/23;PSP5907;Persisk nivå II, muntlig;SkriftligEksamen;3,00;1;0
2022/23;PSP5918;Somali nivå II;SkriftligEksamen;-;1;0
2022/23;PSP5919;Somali nivå II, muntlig;SkriftligEksamen;-;1;0
2022/23;PSP6034;Litauisk nivå II;SkriftligEksamen;-;4;1
2022/23;PSP6035;Litauisk nivå II, muntlig;SkriftligEksamen;-;4;0
2022/23;PSP6058;Ungarsk nivå II;SkriftligEksamen;-;1;0
2022/23;PSP6059;Ungarsk nivå II, muntlig;SkriftligEksamen;-;1;0
2022/23;REA3019;Teknologi og forskningslære 2;SkriftligEksamen;-;1;0
2022/23;REA3026;Matematikk S1;SkriftligEksamen;-;1;1
2022/23;REA3035;Biologi 1;SkriftligEksamen;3,32;211;0
2022/23;REA3036;Biologi 2;SkriftligEksamen;3,03;122;57
2022/23;REA3037;Biologi 2, muntlig-praktisk;SkriftligEksamen;3,00;17;0
